               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                   0,            0.024372,            0.011876,           0.0004698,             0.72562,             0.73041,             0.74742,             0.39737,            0.033604,            0.015519,            0.004236,            0.070652,           0.0032609,           0.0032609
                   1,            0.024911,            0.011876,          0.00034461,             0.69259,             0.65437,             0.68365,             0.34439,            0.036975,            0.015857,           0.0060096,            0.040639,           0.0065811,           0.0065811
                   2,            0.027758,            0.012286,          0.00054968,             0.65508,             0.66745,             0.65756,             0.32409,            0.036578,             0.01689,           0.0064444,            0.010613,           0.0098882,           0.0098882
                   3,            0.028785,            0.012968,          0.00077522,             0.59041,             0.64213,             0.62749,             0.30769,            0.038713,            0.016179,           0.0058749,           0.0099406,           0.0099406,           0.0099406
                   4,            0.030103,            0.013266,          0.00071798,             0.62492,             0.62788,             0.64181,             0.29688,            0.037098,            0.016325,           0.0061092,           0.0099406,           0.0099406,           0.0099406
                   5,            0.029576,            0.013276,          0.00073304,             0.65262,             0.50938,             0.54547,             0.24495,            0.044351,            0.017892,           0.0091995,           0.0099208,           0.0099208,           0.0099208
                   6,            0.029418,            0.013337,          0.00069317,             0.56107,             0.57678,             0.56338,             0.28213,            0.038751,            0.017028,           0.0057406,            0.009901,            0.009901,            0.009901
                   7,            0.030144,            0.013579,          0.00096315,             0.63358,             0.64674,              0.6607,             0.33932,            0.035988,            0.015596,           0.0047983,           0.0098812,           0.0098812,           0.0098812
                   8,            0.032523,            0.014021,          0.00095738,             0.54385,             0.53658,             0.53078,             0.25121,            0.040842,            0.018107,            0.005421,           0.0098614,           0.0098614,           0.0098614
                   9,            0.031132,            0.013866,          0.00084717,             0.53215,             0.47536,             0.49323,             0.23761,             0.04099,            0.019788,           0.0061738,           0.0098416,           0.0098416,           0.0098416
                  10,            0.031345,            0.013831,          0.00076358,             0.55592,             0.54522,             0.55979,             0.25928,            0.037003,            0.017432,           0.0072809,           0.0098218,           0.0098218,           0.0098218
                  11,            0.031301,            0.013673,          0.00075517,             0.63886,             0.66186,             0.65924,             0.34964,            0.034723,            0.015634,           0.0054892,            0.009802,            0.009802,            0.009802
                  12,            0.031588,             0.01365,          0.00069416,             0.60443,             0.63394,             0.65065,             0.33987,            0.035629,            0.015947,           0.0039819,           0.0097822,           0.0097822,           0.0097822
                  13,            0.030742,            0.013676,          0.00077314,             0.59223,             0.65925,             0.65028,             0.34838,            0.034279,            0.015809,           0.0032171,           0.0097624,           0.0097624,           0.0097624
                  14,            0.030978,            0.013604,           0.0011698,             0.63557,             0.65655,             0.65147,             0.33182,            0.034957,            0.015985,           0.0057087,           0.0097426,           0.0097426,           0.0097426
                  15,            0.030494,            0.013838,           0.0013894,             0.56767,              0.6078,             0.57848,             0.27521,            0.037765,             0.01622,           0.0049786,           0.0097228,           0.0097228,           0.0097228
                  16,            0.030916,            0.013954,           0.0012478,             0.60513,             0.52534,             0.54137,             0.26776,            0.042537,            0.017084,           0.0063907,            0.009703,            0.009703,            0.009703
                  17,            0.030822,            0.013732,           0.0012947,             0.65009,             0.56023,             0.59807,             0.30149,            0.036471,            0.017015,           0.0053057,           0.0096832,           0.0096832,           0.0096832
                  18,            0.031031,            0.013444,           0.0007162,             0.61688,             0.58299,             0.61392,             0.29362,            0.038898,            0.017029,            0.003782,           0.0096634,           0.0096634,           0.0096634
                  19,            0.029786,            0.013509,          0.00077174,             0.37145,             0.27749,             0.28254,             0.12244,            0.060929,            0.019856,            0.018124,           0.0096436,           0.0096436,           0.0096436
                  20,            0.030015,            0.013447,          0.00075212,             0.67861,             0.62192,             0.65902,             0.32956,            0.036054,            0.016257,           0.0034638,           0.0096238,           0.0096238,           0.0096238
                  21,            0.029874,             0.01338,          0.00072065,             0.63877,             0.69517,             0.66171,             0.35006,            0.034131,            0.015946,           0.0033405,            0.009604,            0.009604,            0.009604
                  22,            0.028923,            0.013207,          0.00068901,             0.61734,             0.65394,             0.63034,             0.33449,            0.034462,            0.016025,           0.0049197,           0.0095842,           0.0095842,           0.0095842
                  23,            0.029705,            0.013521,          0.00069873,             0.60283,             0.62607,              0.6228,             0.32212,            0.036602,             0.01628,           0.0064513,           0.0095644,           0.0095644,           0.0095644
                  24,            0.029719,            0.013427,          0.00066566,             0.64735,             0.61876,             0.65438,             0.33909,            0.035639,             0.01564,           0.0051273,           0.0095446,           0.0095446,           0.0095446
                  25,            0.029396,            0.013037,          0.00061969,             0.64686,             0.62104,              0.6199,             0.31749,            0.038385,            0.016638,           0.0023332,           0.0095248,           0.0095248,           0.0095248
                  26,            0.029928,            0.013205,          0.00079993,             0.62501,             0.64973,             0.64715,             0.34259,             0.03531,            0.016252,           0.0030684,            0.009505,            0.009505,            0.009505
                  27,            0.029839,              0.0133,          0.00073609,             0.62463,             0.69496,             0.68101,              0.3563,            0.036094,            0.015984,           0.0037637,           0.0094852,           0.0094852,           0.0094852
                  28,            0.030794,            0.013344,          0.00089578,             0.65777,              0.3836,             0.45379,             0.21696,            0.050131,            0.018478,            0.012567,           0.0094654,           0.0094654,           0.0094654
                  29,            0.030724,            0.013152,          0.00076291,             0.59445,             0.51727,             0.52693,             0.25282,            0.044336,            0.017627,           0.0092706,           0.0094456,           0.0094456,           0.0094456
                  30,            0.029214,            0.012975,           0.0006824,              0.6569,             0.66569,             0.66809,             0.35175,            0.035398,            0.015658,           0.0051302,           0.0094258,           0.0094258,           0.0094258
                  31,            0.028627,            0.012988,          0.00071847,             0.61699,              0.5731,             0.58745,             0.26457,             0.04304,             0.01772,           0.0081016,            0.009406,            0.009406,            0.009406
                  32,            0.030389,            0.013087,          0.00093288,              0.7006,             0.57189,             0.63276,             0.31919,            0.038802,            0.017101,           0.0082437,           0.0093862,           0.0093862,           0.0093862
                  33,            0.029573,            0.012951,            0.000786,               0.632,             0.67289,             0.66292,             0.34276,            0.036171,             0.01604,           0.0059279,           0.0093664,           0.0093664,           0.0093664
                  34,            0.029083,            0.012988,          0.00069466,             0.61468,             0.72071,              0.6703,             0.35112,            0.033587,            0.015912,           0.0046917,           0.0093466,           0.0093466,           0.0093466
                  35,            0.029131,            0.012841,          0.00055039,             0.61277,             0.69376,             0.66243,             0.32562,            0.035707,            0.016632,            0.004253,           0.0093268,           0.0093268,           0.0093268
                  36,            0.028513,            0.012766,          0.00064556,             0.64093,             0.69838,             0.68067,             0.35734,            0.033182,            0.015473,           0.0045274,            0.009307,            0.009307,            0.009307
                  37,            0.028349,            0.012859,          0.00053382,              0.7029,             0.54117,             0.61852,             0.30345,            0.043333,            0.017503,           0.0073205,           0.0092872,           0.0092872,           0.0092872
                  38,            0.028548,             0.01259,          0.00056797,             0.63875,             0.68999,             0.67809,             0.34364,            0.034773,            0.015716,             0.00442,           0.0092674,           0.0092674,           0.0092674
                  39,            0.028141,            0.012522,          0.00054416,             0.67292,             0.65447,             0.67585,             0.35806,            0.036131,            0.016108,           0.0056315,           0.0092476,           0.0092476,           0.0092476
                  40,            0.030073,            0.012937,          0.00060396,             0.59426,             0.53777,               0.531,             0.23817,            0.043447,            0.017692,           0.0062269,           0.0092278,           0.0092278,           0.0092278
                  41,            0.028636,            0.012612,           0.0006506,               0.649,             0.67947,              0.6925,             0.36612,            0.035957,            0.016497,           0.0051156,            0.009208,            0.009208,            0.009208
                  42,            0.028003,            0.012805,           0.0006519,             0.63333,              0.6427,             0.65319,             0.31377,            0.036588,            0.016787,           0.0065398,           0.0091882,           0.0091882,           0.0091882
                  43,            0.029395,            0.012639,          0.00074714,             0.61826,             0.63486,             0.62775,             0.31706,            0.038526,            0.016757,           0.0054406,           0.0091684,           0.0091684,           0.0091684
                  44,            0.029376,            0.012658,          0.00089291,             0.63565,             0.52236,             0.55667,             0.27595,            0.046403,            0.018075,           0.0077237,           0.0091486,           0.0091486,           0.0091486
                  45,             0.02866,            0.012528,          0.00061543,             0.59939,             0.54334,              0.5586,             0.27278,            0.044022,            0.017696,           0.0058766,           0.0091288,           0.0091288,           0.0091288
                  46,            0.028571,            0.012535,          0.00096502,              0.6669,             0.64682,             0.68113,             0.35308,            0.033811,            0.016249,           0.0027216,            0.009109,            0.009109,            0.009109
                  47,            0.029194,            0.012775,           0.0006273,             0.58461,             0.67257,             0.66233,             0.34815,            0.036493,            0.016174,           0.0040525,           0.0090892,           0.0090892,           0.0090892
                  48,            0.028284,            0.012719,          0.00090805,             0.48053,             0.47405,             0.43865,             0.20155,            0.048193,            0.019425,           0.0093584,           0.0090694,           0.0090694,           0.0090694
                  49,            0.028317,            0.012677,          0.00087825,             0.61694,             0.65692,             0.66303,             0.34335,            0.034266,            0.016267,           0.0060564,           0.0090496,           0.0090496,           0.0090496
                  50,            0.028712,            0.012818,           0.0010093,             0.65178,             0.62307,              0.6165,             0.28608,            0.040534,             0.01675,            0.004665,           0.0090298,           0.0090298,           0.0090298
                  51,            0.028565,            0.012704,          0.00074851,             0.68459,              0.6684,             0.69037,             0.36815,            0.035305,            0.015979,           0.0034496,             0.00901,             0.00901,             0.00901
                  52,            0.028122,             0.01246,          0.00059314,             0.66841,             0.66721,             0.67241,             0.34217,            0.035348,            0.016334,           0.0062939,           0.0089902,           0.0089902,           0.0089902
                  53,            0.028443,             0.01244,          0.00057679,             0.71692,             0.64767,             0.68241,             0.35395,            0.033706,            0.015639,           0.0053175,           0.0089704,           0.0089704,           0.0089704
                  54,            0.028161,            0.012252,          0.00055034,             0.66398,             0.67318,             0.68608,              0.3518,            0.033792,             0.01629,           0.0045152,           0.0089506,           0.0089506,           0.0089506
                  55,            0.028086,            0.012189,          0.00062284,             0.62903,             0.63256,              0.6099,             0.28476,            0.039518,            0.017608,           0.0053671,           0.0089308,           0.0089308,           0.0089308
                  56,            0.028658,            0.012462,          0.00070367,             0.69313,             0.61537,             0.64658,             0.34169,            0.035312,            0.016664,           0.0059886,            0.008911,            0.008911,            0.008911
                  57,             0.02733,            0.012359,          0.00056887,              0.5026,             0.39384,             0.36578,             0.16345,            0.051546,            0.018258,            0.013137,           0.0088912,           0.0088912,           0.0088912
                  58,            0.027075,            0.011931,          0.00057889,             0.71056,             0.64624,             0.67159,             0.34487,            0.038478,             0.01709,           0.0064435,           0.0088714,           0.0088714,           0.0088714
                  59,            0.027533,             0.01201,          0.00068903,             0.67306,             0.62392,             0.66485,             0.35059,            0.035021,            0.016724,           0.0045788,           0.0088516,           0.0088516,           0.0088516
                  60,            0.028311,            0.012291,          0.00064248,             0.66643,             0.68284,             0.70728,             0.35595,             0.03364,            0.015967,           0.0031157,           0.0088318,           0.0088318,           0.0088318
                  61,            0.027347,            0.012127,          0.00063723,             0.64244,             0.65509,             0.68149,             0.35844,            0.033196,             0.01653,           0.0039744,            0.008812,            0.008812,            0.008812
                  62,            0.028103,            0.012083,          0.00070448,             0.71614,             0.65465,             0.69032,             0.36218,            0.036034,            0.016579,           0.0024507,           0.0087922,           0.0087922,           0.0087922
                  63,            0.027752,            0.011995,           0.0004785,             0.71015,             0.69184,             0.70227,             0.36012,            0.034819,            0.016502,           0.0029659,           0.0087724,           0.0087724,           0.0087724
                  64,            0.027308,            0.012189,          0.00055466,              0.6656,             0.70544,             0.71299,              0.3724,            0.034093,            0.016359,           0.0044731,           0.0087526,           0.0087526,           0.0087526
                  65,            0.027207,            0.012001,          0.00056588,             0.64574,             0.68674,             0.67062,             0.35537,            0.033627,            0.016543,           0.0056788,           0.0087328,           0.0087328,           0.0087328
                  66,            0.028206,            0.011922,          0.00060574,             0.69593,             0.61719,             0.64858,             0.33577,            0.037464,            0.017267,           0.0050456,            0.008713,            0.008713,            0.008713
                  67,            0.027728,            0.012039,          0.00053097,             0.65194,             0.63033,             0.67341,             0.35523,            0.034447,             0.01605,           0.0035628,           0.0086932,           0.0086932,           0.0086932
                  68,            0.027342,            0.012112,           0.0006026,             0.66962,             0.65508,                0.64,             0.33223,            0.034911,            0.017296,           0.0041543,           0.0086734,           0.0086734,           0.0086734
                  69,            0.027408,            0.011701,          0.00050588,             0.67722,             0.67657,               0.663,             0.33575,            0.035981,            0.017509,           0.0042758,           0.0086536,           0.0086536,           0.0086536
                  70,            0.027758,            0.011782,          0.00051436,             0.70157,             0.65483,             0.68386,             0.35736,            0.035427,            0.016874,           0.0046575,           0.0086338,           0.0086338,           0.0086338
                  71,            0.026557,            0.011755,          0.00056689,             0.73095,              0.6204,             0.69916,             0.36556,            0.034865,            0.016853,           0.0046819,            0.008614,            0.008614,            0.008614
                  72,            0.027709,            0.011913,           0.0005898,             0.74515,             0.63672,             0.70425,             0.36678,            0.033858,            0.016142,           0.0033482,           0.0085942,           0.0085942,           0.0085942
                  73,            0.028075,            0.012059,          0.00072973,             0.62813,             0.63072,             0.63995,              0.3233,            0.037714,            0.017313,           0.0051479,           0.0085744,           0.0085744,           0.0085744
                  74,            0.027697,            0.011801,          0.00058932,             0.64456,             0.54253,             0.58173,             0.27914,             0.04061,            0.018537,           0.0044781,           0.0085546,           0.0085546,           0.0085546
                  75,            0.028042,            0.011928,           0.0010537,             0.63422,             0.63593,             0.62616,             0.30772,            0.039121,            0.017813,           0.0039036,           0.0085348,           0.0085348,           0.0085348
                  76,            0.026971,            0.012169,          0.00074467,             0.73487,             0.65406,             0.67701,             0.35325,            0.035309,            0.016423,           0.0028786,            0.008515,            0.008515,            0.008515
                  77,            0.027543,            0.012057,            0.000698,             0.72752,             0.62398,              0.6876,             0.36205,            0.036918,             0.01735,           0.0040921,           0.0084952,           0.0084952,           0.0084952
                  78,             0.02694,            0.012004,          0.00054655,             0.64546,             0.63095,             0.66026,             0.34063,            0.037105,            0.016845,           0.0026279,           0.0084754,           0.0084754,           0.0084754
                  79,            0.025941,            0.011694,          0.00053836,             0.67912,             0.67452,             0.69436,             0.36446,            0.035114,            0.016542,           0.0024338,           0.0084556,           0.0084556,           0.0084556
                  80,            0.027036,            0.011669,          0.00059119,             0.68501,             0.64661,             0.66408,             0.34869,            0.036311,            0.016863,           0.0041911,           0.0084358,           0.0084358,           0.0084358
                  81,            0.026821,            0.011828,          0.00052143,             0.63189,             0.58346,             0.61477,             0.32029,            0.039022,            0.017436,            0.004261,            0.008416,            0.008416,            0.008416
                  82,            0.027207,            0.011614,          0.00057885,             0.67362,             0.66812,             0.67249,             0.36471,            0.035157,            0.016584,           0.0024069,           0.0083962,           0.0083962,           0.0083962
                  83,            0.026545,            0.011562,          0.00054706,             0.60066,             0.63213,             0.60226,             0.29969,            0.039353,            0.017489,           0.0036142,           0.0083764,           0.0083764,           0.0083764
                  84,            0.026729,            0.011684,          0.00054281,             0.50301,             0.48212,             0.47484,             0.22299,            0.045676,             0.02048,           0.0062106,           0.0083566,           0.0083566,           0.0083566
                  85,             0.02665,            0.011557,          0.00053326,             0.68432,               0.641,             0.67781,             0.34323,             0.03643,            0.017506,           0.0033415,           0.0083368,           0.0083368,           0.0083368
                  86,            0.026227,            0.011421,          0.00061238,             0.67095,             0.66674,             0.67476,             0.34305,            0.034617,            0.016619,           0.0026388,            0.008317,            0.008317,            0.008317
                  87,            0.026573,            0.011636,          0.00078268,             0.68633,             0.69318,              0.6838,             0.35498,            0.033342,            0.017082,           0.0051571,           0.0082972,           0.0082972,           0.0082972
                  88,            0.027721,            0.011767,          0.00076815,             0.72272,             0.66393,             0.70883,             0.36272,            0.036983,            0.016894,           0.0058647,           0.0082774,           0.0082774,           0.0082774
                  89,            0.027175,            0.011924,          0.00094009,              0.6832,             0.68409,             0.69933,             0.37216,            0.035027,            0.016234,           0.0052456,           0.0082576,           0.0082576,           0.0082576
                  90,            0.026293,            0.011854,          0.00076515,             0.63995,             0.69694,             0.68196,             0.35668,            0.033977,            0.016505,           0.0050582,           0.0082378,           0.0082378,           0.0082378
                  91,            0.026371,            0.011717,          0.00063993,             0.65695,             0.62544,             0.63979,             0.33093,            0.037108,            0.017489,           0.0077644,            0.008218,            0.008218,            0.008218
                  92,            0.026207,             0.01157,          0.00049372,             0.74521,             0.62007,             0.67669,             0.33511,            0.036541,             0.01765,           0.0081066,           0.0081982,           0.0081982,           0.0081982
                  93,             0.02634,            0.011668,          0.00061204,             0.66247,             0.67723,             0.64973,             0.32939,            0.037572,            0.017884,           0.0041266,           0.0081784,           0.0081784,           0.0081784
                  94,            0.027086,            0.011769,           0.0013344,             0.62975,             0.64995,             0.64065,             0.31617,            0.036788,            0.017094,            0.007354,           0.0081586,           0.0081586,           0.0081586
                  95,            0.027593,            0.012057,          0.00091569,             0.62804,             0.66339,             0.68426,             0.34815,            0.034709,            0.016983,           0.0041139,           0.0081388,           0.0081388,           0.0081388
                  96,            0.026357,            0.011712,          0.00073419,             0.64787,             0.61316,             0.63089,              0.3043,            0.038408,            0.017878,           0.0056688,            0.008119,            0.008119,            0.008119
                  97,            0.026939,            0.011736,          0.00054838,             0.58794,             0.50883,             0.52936,             0.25116,            0.046052,            0.018727,           0.0058568,           0.0080992,           0.0080992,           0.0080992
                  98,            0.026574,            0.011796,           0.0010553,             0.66081,             0.61629,             0.64189,             0.33442,            0.036536,            0.017732,           0.0043011,           0.0080794,           0.0080794,           0.0080794
                  99,            0.026019,            0.011842,           0.0005804,             0.67006,             0.53642,             0.58421,             0.28752,             0.04106,            0.019243,           0.0061805,           0.0080596,           0.0080596,           0.0080596
                 100,            0.025727,            0.011438,          0.00063613,              0.6773,             0.64843,             0.67027,             0.34443,            0.036193,             0.01714,           0.0041432,           0.0080398,           0.0080398,           0.0080398
